Date,School,Meal_Type,Rank,Recommended_Dish,Predicted_Score
2025-05-28,Gunston Elementary,Breakfast,2,Fat Free White Milk,0.044642280512437925
2025-05-28,Gunston Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.018061882746915336
2025-05-28,Gunston Elementary,Lunch,1,Lettuce Blend Salad Mix,0.5646430983168218
2025-05-28,Gunston Elementary,Lunch,2,Fat Free White Milk,0.09338085968992042
2025-05-28,Gunston Elementary,Lunch,3,Italian Dressing,0.07110683174285169
2025-05-28,HAYFIELD SS,Breakfast,1,Fat Free White Milk,0.03828230744205883
2025-05-28,HAYFIELD SS,Breakfast,2,Mandarin Orange Parfait,0.03366768811686212
2025-05-28,HAYFIELD SS,Breakfast,3,Cinnamon Chex Cereal,0.011482896110657864
2025-05-28,HAYFIELD SS,Lunch,1,Chickpeas,0.11593892557296123
2025-05-28,HAYFIELD SS,Lunch,2,Soft Pretzel,0.07486867377616988
2025-05-28,HAYFIELD SS,Lunch,3,Fat Free White Milk,0.06172686591022762
2025-05-28,HERNDON HS,Breakfast,1,Fat Free White Milk,0.045391703768283685
2025-05-28,HERNDON HS,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.020386559650539086
2025-05-28,HERNDON HS,Breakfast,3,String Cheese,0.01703781853920954
2025-05-28,HERNDON HS,Lunch,1,Soft Pretzel,0.09167036645276475
2025-05-28,HERNDON HS,Lunch,2,Chickpeas,0.07919692847691104
2025-05-28,HERNDON HS,Lunch,3,Lettuce Blend Salad Mix,0.06645062377785975
2025-05-28,Halley Elementary,Breakfast,1,Mandarin Orange Parfait,0.19731408584397023
2025-05-28,Halley Elementary,Breakfast,2,Fat Free White Milk,0.046772158499077086
2025-05-28,Halley Elementary,Breakfast,3,Chicken & Biscuit Sandwich,0.02761427875107141
2025-05-28,Halley Elementary,Lunch,1,Soft Pretzel,0.13385404055522673
2025-05-28,Halley Elementary,Lunch,2,Chickpeas,0.1045491748886864
2025-05-28,Halley Elementary,Lunch,3,Fat Free White Milk,0.09093013944724705
2025-05-28,Haycock Elementary,Breakfast,1,Mandarin Orange Parfait,0.07838106691523004
2025-05-28,Haycock Elementary,Breakfast,2,String Cheese,0.022474116223742395
2025-05-28,Haycock Elementary,Breakfast,3,Bagel,0.012927231253104594
2025-05-28,Haycock Elementary,Lunch,1,Chickpeas,0.12344866667121773
2025-05-28,Haycock Elementary,Lunch,2,Lettuce Blend Salad Mix,0.11340511890438666
2025-05-28,Haycock Elementary,Lunch,3,Chickpeas - salad bar entree,0.10523388814767848
2025-05-28,Hayfield Elementary,Breakfast,1,Fat Free White Milk,0.04916838861197629
2025-05-28,Hayfield Elementary,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01997665473208521
2025-05-28,Hayfield Elementary,Breakfast,3,Bagel,0.012505279092833253
2025-05-28,Hayfield Elementary,Lunch,1,Soft Pretzel,0.10009201739793253
2025-05-28,Hayfield Elementary,Lunch,2,Fat Free White Milk,0.09080991654022155
2025-05-28,Hayfield Elementary,Lunch,3,Lettuce Blend Salad Mix,0.0726752421985099
2025-05-28,Herndon Elementary,Breakfast,1,Fat Free White Milk,0.04831430891834756
2025-05-28,Herndon Elementary,Breakfast,2,String Cheese,0.019022896249640046
2025-05-28,Herndon Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01412270108800196
2025-05-28,Herndon Elementary,Lunch,1,Chickpeas,0.23672364321523012
2025-05-28,Herndon Elementary,Lunch,2,Chickpeas - salad bar entree,0.22590039372667467
2025-05-28,Herndon Elementary,Lunch,3,Lettuce Blend Salad Mix,0.10452330093396751
2025-05-28,Herndon Middle,Breakfast,1,Mandarin Orange Parfait,0.061521784453519704
2025-05-28,Herndon Middle,Breakfast,2,Fat Free White Milk,0.043323573288821936
2025-05-28,Herndon Middle,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01167262587018062
2025-05-28,Herndon Middle,Lunch,1,Black Beans,0.1854124053799005
2025-05-28,Herndon Middle,Lunch,2,Soft Pretzel,0.0893558187165282
2025-05-28,Herndon Middle,Lunch,3,Fat Free White Milk,0.08750086474130832
2025-05-28,Hollin Meadows Elementary,Breakfast,1,Fat Free White Milk,0.045499704272550255
2025-05-28,Hollin Meadows Elementary,Breakfast,2,Mandarin Orange Parfait,0.027214763908677362
2025-05-28,Hollin Meadows Elementary,Breakfast,3,Honey Cheerios Cereal,0.000817824350579228
2025-05-28,Hollin Meadows Elementary,Lunch,1,Fat Free White Milk,0.09075151309952774
2025-05-28,Hollin Meadows Elementary,Lunch,2,Soft Pretzel,0.0882098409363558
2025-05-28,Hollin Meadows Elementary,Lunch,3,Italian Dressing,0.06622217188001629
2025-05-28,Holmes Middle,Breakfast,1,Fat Free White Milk,0.03805138599992142
2025-05-28,Holmes Middle,Breakfast,2,Mandarin Orange Parfait,0.032455968221978215
2025-05-28,Holmes Middle,Breakfast,3,Cinnamon Chex Cereal,0.002064609581482339
2025-05-28,Holmes Middle,Lunch,1,Chickpeas,0.14642319126930234
2025-05-28,Holmes Middle,Lunch,2,Fat Free White Milk,0.08872479897623566
2025-05-28,Holmes Middle,Lunch,3,Bottled Water,0.0481476276319346
2025-05-28,Hughes Middle,Breakfast,1,Mandarin Orange Parfait,0.08053707934058467
2025-05-28,Hughes Middle,Breakfast,2,Fat Free White Milk,0.049833845658227564
2025-05-28,Hughes Middle,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.0180897517493338
2025-05-28,Hughes Middle,Lunch,1,Soft Pretzel,0.09856691404742542
2025-05-28,Hughes Middle,Lunch,2,Fat Free White Milk,0.09094030502275094
2025-05-28,Hughes Middle,Lunch,3,"Quesadilla, Turkey Barbacoa and Cheese",0.06442453471059943
2025-05-28,Hunt Valley Elementary,Breakfast,1,Mandarin Orange Parfait,0.058706773826306
2025-05-28,Hunt Valley Elementary,Breakfast,2,Fat Free White Milk,0.0490290244764801
2025-05-28,Hunt Valley Elementary,Breakfast,3,String Cheese,0.02265856473973355
2025-05-28,Hunt Valley Elementary,Lunch,1,Chickpeas,0.16312080534027462
2025-05-28,Hunt Valley Elementary,Lunch,2,Soft Pretzel,0.11676679060231664
2025-05-28,Hunt Valley Elementary,Lunch,3,Fat Free White Milk,0.09332744663211952
2025-05-28,Hunters Woods Elementary,Breakfast,1,Mandarin Orange Parfait,0.21645553787930227
2025-05-28,Hunters Woods Elementary,Breakfast,2,Fat Free White Milk,0.047622324881786186
2025-05-28,Hunters Woods Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.018360704050434815
2025-05-28,Hunters Woods Elementary,Lunch,1,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,Hunters Woods Elementary,Lunch,2,Soft Pretzel,0.14040907968128635
2025-05-28,Hunters Woods Elementary,Lunch,3,Chickpeas,0.11117838007324796
2025-05-28,Hutchison Elementary,Breakfast,1,Fat Free White Milk,0.04784661944828627
2025-05-28,Hutchison Elementary,Breakfast,2,Mandarin Orange Parfait,0.045005239508213696
2025-05-28,Hutchison Elementary,Breakfast,3,String Cheese,0.015821583114592763
2025-05-28,Hutchison Elementary,Lunch,1,Alfredo & Basil Lasagna,0.12930584681715143
2025-05-28,Hutchison Elementary,Lunch,2,Soft Pretzel,0.08567279298774022
2025-05-28,Hutchison Elementary,Lunch,3,Fat Free White Milk,0.082248726477006
2025-05-28,Hybla Valley Elementary,Breakfast,1,Fat Free White Milk,0.0447495833878323
2025-05-28,Hybla Valley Elementary,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.020094396984569735
2025-05-28,Hybla Valley Elementary,Breakfast,3,Blueberry Chex Cereal,0.006446139475538701
2025-05-28,Hybla Valley Elementary,Lunch,1,Chickpeas,0.1633959241621077
2025-05-28,Hybla Valley Elementary,Lunch,2,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,Hybla Valley Elementary,Lunch,3,Lettuce Blend Salad Mix,0.13804807221527446
2025-05-28,Irving Middle,Breakfast,1,Mandarin Orange Parfait,0.07528076195940472
2025-05-28,Irving Middle,Breakfast,2,Fat Free White Milk,0.048880628262735225
2025-05-28,Irving Middle,Breakfast,3,String Cheese,0.021505501774278027
2025-05-28,Irving Middle,Lunch,1,Lettuce Blend Salad Mix,0.17939942890514182
2025-05-28,Irving Middle,Lunch,2,Soft Pretzel,0.10043822861867857
2025-05-28,Irving Middle,Lunch,3,Fat Free White Milk,0.09223696281979561
2025-05-28,Jefferson High,Breakfast,1,Mandarin Orange Parfait,0.06883022153699682
2025-05-28,Jefferson High,Breakfast,2,Fat Free White Milk,0.04753680967247389
2025-05-28,Jefferson High,Breakfast,3,String Cheese,0.021814464094433994
2025-05-28,Jefferson High,Lunch,1,Chickpeas,0.16991721618925107
2025-05-28,Jefferson High,Lunch,2,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,Jefferson High,Lunch,3,Fat Free White Milk,0.09102814365185549
2025-05-28,Johnson Middle,Breakfast,1,Fat Free White Milk,0.048969431113249216
2025-05-28,Johnson Middle,Breakfast,2,Bagel,0.03338535651556224
2025-05-28,Johnson Middle,Breakfast,3,Apple Juice,0.01964613841834058
2025-05-28,Johnson Middle,Lunch,1,Bottled Water,0.1696235664229635
2025-05-28,Johnson Middle,Lunch,2,Spicy Chicken Wrap,0.10733555544710063
2025-05-28,Johnson Middle,Lunch,3,Fat Free White Milk,0.09151491792510554
2025-05-28,Justice High,Breakfast,1,Fat Free White Milk,0.04585950608890881
2025-05-28,Justice High,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01562534539493501
2025-05-28,Justice High,Breakfast,3,Honey Cheerios Cereal,0.00675414929841692
2025-05-28,Justice High,Lunch,1,Soft Pretzel,0.10184045769321415
2025-05-28,Justice High,Lunch,2,Fat Free White Milk,0.07801861585939372
2025-05-28,Justice High,Lunch,3,Lettuce Blend Salad Mix,0.055890080944618135
2025-05-28,Keene Mill Elementary,Breakfast,1,Mandarin Orange Parfait,0.06845431893324373
2025-05-28,Keene Mill Elementary,Breakfast,2,Fat Free White Milk,0.04595836166436284
2025-05-28,Keene Mill Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.019630845847748463
2025-05-28,Keene Mill Elementary,Lunch,1,Soft Pretzel,0.11165485227161606
2025-05-28,Keene Mill Elementary,Lunch,2,Fat Free White Milk,0.09098081358279307
2025-05-28,Keene Mill Elementary,Lunch,3,Bottled Water,0.05926043206085818
2025-05-28,Kent Gardens Elementary,Breakfast,1,Mandarin Orange Parfait,0.08050171552273032
2025-05-28,Kent Gardens Elementary,Breakfast,2,Fat Free White Milk,0.04893914455399286
2025-05-28,Kent Gardens Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.02041452675164242
2025-05-28,Kent Gardens Elementary,Lunch,1,Soft Pretzel,0.1268146120384681
2025-05-28,Kent Gardens Elementary,Lunch,2,Chickpeas,0.09158701380100762
2025-05-28,Kent Gardens Elementary,Lunch,3,Fat Free White Milk,0.08834198351189636
2025-05-28,Key Middle,Breakfast,1,Mandarin Orange Parfait,0.05533885645079624
2025-05-28,Key Middle,Breakfast,2,Fat Free White Milk,0.046587238995363954
2025-05-28,Key Middle,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.019530073119193633
2025-05-28,Key Middle,Lunch,1,Chickpeas - salad bar entree,0.11588933365580698
2025-05-28,Key Middle,Lunch,2,Soft Pretzel,0.08545168782418418
2025-05-28,Key Middle,Lunch,3,Spicy Chicken Wrap,0.07892790022796009
2025-05-28,Kilmer Middle,Breakfast,1,Fat Free White Milk,0.04891726440326729
2025-05-28,Kilmer Middle,Breakfast,2,Bagel,0.02519544460584195
2025-05-28,Kilmer Middle,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.019655316066706785
2025-05-28,Kilmer Middle,Lunch,1,Soft Pretzel,0.3569151771337179
2025-05-28,Kilmer Middle,Lunch,2,Chickpeas,0.2969705075286291
2025-05-28,Kilmer Middle,Lunch,3,Lettuce Blend Salad Mix,0.10842195058843561
2025-05-28,Kings Glen Elementary,Breakfast,1,Fat Free White Milk,0.04753658397134624
2025-05-28,Kings Glen Elementary,Breakfast,2,Chicken & Biscuit Sandwich,0.01490369688373423
2025-05-28,Kings Glen Elementary,Breakfast,3,Bagel,0.013171586282708168
2025-05-28,Kings Glen Elementary,Lunch,1,Soft Pretzel,0.10505560686863173
2025-05-28,Kings Glen Elementary,Lunch,2,Chickpeas,0.09352005910023323
2025-05-28,Kings Glen Elementary,Lunch,3,Fat Free White Milk,0.08875110026541809
2025-05-28,Kings Park Elementary,Breakfast,1,Strawberry Parfait,0.07902990317461661
2025-05-28,Kings Park Elementary,Breakfast,2,Fat Free White Milk,0.025985802289703257
2025-05-28,Kings Park Elementary,Breakfast,3,String Cheese,0.022683669878516617
2025-05-28,Kings Park Elementary,Lunch,1,Soft Pretzel,0.13035412468064336
2025-05-28,Kings Park Elementary,Lunch,2,Chickpeas - salad bar entree,0.12594563174996992
2025-05-28,Kings Park Elementary,Lunch,3,Chickpeas,0.12502332582136974
2025-05-28,Lake Anne Elementary,Breakfast,1,Mandarin Orange Parfait,0.0590627957906263
2025-05-28,Lake Anne Elementary,Breakfast,2,Fat Free White Milk,0.04624192657627469
2025-05-28,Lake Anne Elementary,Breakfast,3,"Batter, Pumpkin Bread",0.021726648820079734
2025-05-28,Lake Anne Elementary,Lunch,1,Soft Pretzel,0.16105551133337373
2025-05-28,Lake Anne Elementary,Lunch,2,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,Lake Anne Elementary,Lunch,3,Chickpeas,0.13009363681973518
2025-05-28,Lake Braddock Secondary,Breakfast,1,Fat Free White Milk,0.04255516254647889
2025-05-28,Lake Braddock Secondary,Breakfast,2,String Cheese,0.019766313934035322
2025-05-28,Lake Braddock Secondary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.017974958617570386
2025-05-28,Lake Braddock Secondary,Lunch,1,Soft Pretzel,0.10794453854377749
2025-05-28,Lake Braddock Secondary,Lunch,2,Fat Free White Milk,0.08047171594714128
2025-05-28,Lake Braddock Secondary,Lunch,3,Bottled Water,0.06324304436853971
2025-05-28,Lane Elementary,Breakfast,1,Mandarin Orange Parfait,0.21647321978822942
2025-05-28,Lane Elementary,Breakfast,2,Fat Free White Milk,0.047270985899240316
2025-05-28,Lane Elementary,Breakfast,3,Chicken & Biscuit Sandwich,0.023753166487036303
2025-05-28,Lane Elementary,Lunch,1,Lettuce Blend Salad Mix,0.19401587621120753
2025-05-28,Lane Elementary,Lunch,2,Chickpeas,0.10909389407356337
2025-05-28,Lane Elementary,Lunch,3,Fat Free White Milk,0.08986584407354176
2025-05-28,Langley High,Breakfast,1,Fat Free White Milk,0.04929968489063318
2025-05-28,Langley High,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.019987161815834514
2025-05-28,Langley High,Breakfast,3,Chicken & Biscuit Sandwich,0.018690288421188344
2025-05-28,Langley High,Lunch,1,Soft Pretzel,0.09235288508675765
2025-05-28,Langley High,Lunch,2,Fat Free White Milk,0.08819171528061452
2025-05-28,Langley High,Lunch,3,Spicy Chicken Wrap,0.06364636289466952
2025-05-28,Laurel Hill Elementary,Breakfast,1,Mandarin Orange Parfait,0.05843916140662156
2025-05-28,Laurel Hill Elementary,Breakfast,2,Fat Free White Milk,0.04835459177726204
2025-05-28,Laurel Hill Elementary,Breakfast,3,String Cheese,0.020259811564599654
2025-05-28,Laurel Hill Elementary,Lunch,1,Fat Free White Milk,0.07518814209245508
2025-05-28,Laurel Hill Elementary,Lunch,2,Bottled Water,0.05440172146292774
2025-05-28,Laurel Hill Elementary,Lunch,3,Lettuce Blend Salad Mix,0.04910552157955342
2025-05-28,Laurel Ridge Elementary,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.09915594410833203
2025-05-28,Laurel Ridge Elementary,Breakfast,2,Apple Juice,0.07366511192672676
2025-05-28,Laurel Ridge Elementary,Breakfast,3,Fat Free White Milk,0.04860690590850813
2025-05-28,Laurel Ridge Elementary,Lunch,1,Chickpeas,0.11117838007324796
2025-05-28,Laurel Ridge Elementary,Lunch,2,Fat Free White Milk,0.0943705439500991
2025-05-28,Laurel Ridge Elementary,Lunch,3,Soft Pretzel,0.09095005154054848
2025-05-28,Lees Corner Elementary,Breakfast,1,Turkey Sausage Breakfast Biscuit,0.2016534445147896
2025-05-28,Lees Corner Elementary,Breakfast,2,Mandarin Orange Parfait,0.05897438624599044
2025-05-28,Lees Corner Elementary,Breakfast,3,Fat Free White Milk,0.04810103129819695
2025-05-28,Lees Corner Elementary,Lunch,1,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,Lees Corner Elementary,Lunch,2,Chickpeas,0.12099095254669803
2025-05-28,Lees Corner Elementary,Lunch,3,Fat Free White Milk,0.09313047400149321
2025-05-28,Lemon Road Elementary,Breakfast,1,Mandarin Orange Parfait,0.07773975062229813
2025-05-28,Lemon Road Elementary,Breakfast,2,Fat Free White Milk,0.046486326592654885
2025-05-28,Lemon Road Elementary,Breakfast,3,Chicken & Biscuit Sandwich,0.03287272488344141
2025-05-28,Lemon Road Elementary,Lunch,1,Chickpeas,0.25033195956321425
2025-05-28,Lemon Road Elementary,Lunch,2,Chickpeas - salad bar entree,0.1387895653833272
2025-05-28,Lemon Road Elementary,Lunch,3,Fat Free White Milk,0.09446951237611696
2025-05-28,Lewis High,Breakfast,1,Mandarin Orange Parfait,0.061128014885568197
2025-05-28,Lewis High,Breakfast,2,Fat Free White Milk,0.045013950645991556
2025-05-28,Lewis High,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01751097425532435
2025-05-28,Lewis High,Lunch,1,Fat Free White Milk,0.08309894928499702
2025-05-28,Lewis High,Lunch,2,RF Kettle Chips Jalapeno & Cheddar Chips,0.06140915130815776
2025-05-28,Lewis High,Lunch,3,Bottled Water,0.048556083499790306
2025-05-28,Liberty Middle,Breakfast,1,Mandarin Orange Parfait,0.07121628383367593
2025-05-28,Liberty Middle,Breakfast,2,Fat Free White Milk,0.04799495923674923
2025-05-28,Liberty Middle,Breakfast,3,Honey Cheerios Cereal,0.012825786482587871
2025-05-28,Liberty Middle,Lunch,1,Soft Pretzel,0.08905326238526548
2025-05-28,Liberty Middle,Lunch,2,Fat Free White Milk,0.08380984884890141
2025-05-28,Liberty Middle,Lunch,3,Italian Dressing,0.06244778516799457
2025-05-28,Little Run Elementary,Breakfast,1,Strawberry Parfait,0.07005680518538229
2025-05-28,Little Run Elementary,Breakfast,2,Fat Free White Milk,0.04793638652020967
2025-05-28,Little Run Elementary,Breakfast,3,Bagel,0.023889305981499007
2025-05-28,Little Run Elementary,Lunch,1,Chickpeas - salad bar entree,0.22817875002190527
2025-05-28,Little Run Elementary,Lunch,2,Soft Pretzel,0.13536687529577252
2025-05-28,Little Run Elementary,Lunch,3,Chickpeas,0.11683599117130214
2025-05-28,London Towne Elementary,Breakfast,1,Mandarin Orange Parfait,0.06392772738963158
2025-05-28,London Towne Elementary,Breakfast,2,Fat Free White Milk,0.0490371487586013
2025-05-28,London Towne Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.015945843163376133
2025-05-28,London Towne Elementary,Lunch,1,Chickpeas,0.18878298428315768
2025-05-28,London Towne Elementary,Lunch,2,Chickpeas - salad bar entree,0.12928038932047145
2025-05-28,London Towne Elementary,Lunch,3,Soft Pretzel,0.09561289809500571
2025-05-28,Longfellow Middle,Breakfast,1,Mandarin Orange Parfait,0.08078700985134193
2025-05-28,Longfellow Middle,Breakfast,2,Fat Free White Milk,0.041003980048959714
2025-05-28,Longfellow Middle,Breakfast,3,Bagel,0.012690329095590643
2025-05-28,Longfellow Middle,Lunch,1,Soft Pretzel,0.10319540504822493
2025-05-28,Longfellow Middle,Lunch,2,Fat Free White Milk,0.07921532547513874
2025-05-28,Longfellow Middle,Lunch,3,Lettuce Blend Salad Mix,0.05679532218062934
2025-05-28,Lorton Station Elementary,Breakfast,1,Fat Free White Milk,0.04773856251873778
2025-05-28,Lorton Station Elementary,Breakfast,2,Mandarin Orange Parfait,0.04534138083310123
2025-05-28,Lorton Station Elementary,Breakfast,3,String Cheese,0.01949269537459851
2025-05-28,Lorton Station Elementary,Lunch,1,Chickpeas,0.1047889760237665
2025-05-28,Lorton Station Elementary,Lunch,2,Fat Free White Milk,0.09214498517864377
2025-05-28,Lorton Station Elementary,Lunch,3,Soft Pretzel,0.088597103054415
2025-05-28,Louise Archer Elementary,Breakfast,1,Mandarin Orange Parfait,0.08187495638373563
2025-05-28,Louise Archer Elementary,Breakfast,2,Fat Free White Milk,0.04864229570122119
2025-05-28,Louise Archer Elementary,Breakfast,3,Cinnamon Chex Cereal,0.013537395374052567
2025-05-28,Louise Archer Elementary,Lunch,1,Lettuce Blend Salad Mix,0.1923543202905962
2025-05-28,Louise Archer Elementary,Lunch,2,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,Louise Archer Elementary,Lunch,3,Chickpeas,0.0931939675997615
2025-05-28,Luther Jackson Middle,Breakfast,1,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01997665473208521
2025-05-28,Luther Jackson Middle,Breakfast,2,Cinnamon Chex Cereal,0.012385414812383873
2025-05-28,Luther Jackson Middle,Breakfast,3,Honey Cheerios Cereal,0.011851094912867469
2025-05-28,Luther Jackson Middle,Lunch,1,Lettuce Blend Salad Mix,0.04953272003410949
2025-05-28,Luther Jackson Middle,Lunch,2,"Quesadilla, Turkey Barbacoa and Cheese",0.046064752104394154
2025-05-28,Luther Jackson Middle,Lunch,3,Bottled Water,0.040044476807797
2025-05-28,Lynbrook Elementary,Breakfast,1,Fat Free White Milk,0.04603937878444712
2025-05-28,Lynbrook Elementary,Breakfast,2,Mandarin Orange Parfait,0.03786253579659796
2025-05-28,Lynbrook Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.01832767960482656
2025-05-28,Lynbrook Elementary,Lunch,1,Chickpeas - salad bar entree,0.13600192984413287
2025-05-28,Lynbrook Elementary,Lunch,2,Chickpeas,0.12414157619554148
2025-05-28,Lynbrook Elementary,Lunch,3,Fat Free White Milk,0.08151258716202008
2025-05-28,MARSHALL HS,Breakfast,1,Mandarin Orange Parfait,0.04892148111573706
2025-05-28,MARSHALL HS,Breakfast,2,Fat Free White Milk,0.045806775126107736
2025-05-28,MARSHALL HS,Breakfast,3,String Cheese,0.02188395292251146
2025-05-28,MARSHALL HS,Lunch,1,Soft Pretzel,0.09962879051247492
2025-05-28,MARSHALL HS,Lunch,2,Fat Free White Milk,0.08763607433088486
2025-05-28,MARSHALL HS,Lunch,3,Spicy Chicken Wrap,0.035821817337959395
2025-05-28,MT VERNON HS,Breakfast,1,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.016770922979472812
2025-05-28,MT VERNON HS,Breakfast,2,Bagel,0.016111617459911437
2025-05-28,MT VERNON HS,Breakfast,3,Mandarin Orange Parfait,0.015702777213830916
2025-05-28,MT VERNON HS,Lunch,1,Nachos with Black Beans and Cheese Sauce,0.35173522121016676
2025-05-28,MT VERNON HS,Lunch,2,Chickpeas,0.10366360085364604
2025-05-28,MT VERNON HS,Lunch,3,Soft Pretzel,0.08336289491941648
2025-05-28,Madison High,Breakfast,1,Egg and American Cheese on Biscuit,0.12361844717791329
2025-05-28,Madison High,Breakfast,2,"Batter, Pumpkin Bread",0.04361096641250194
2025-05-28,Madison High,Breakfast,3,Fat Free White Milk,0.04039499800058338
2025-05-28,Madison High,Lunch,1,Chickpeas - salad bar entree,0.2332068990689867
2025-05-28,Madison High,Lunch,2,Chickpeas,0.15822940689751416
2025-05-28,Madison High,Lunch,3,RF Kettle Chips Jalapeno & Cheddar Chips,0.11370923181826
2025-05-28,Mantua Elementary,Breakfast,1,Mandarin Orange Parfait,0.5094107165423755
2025-05-28,Mantua Elementary,Breakfast,2,Turkey Sausage Breakfast Biscuit,0.3827325381282249
2025-05-28,Mantua Elementary,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.04971048787282528
2025-05-28,Mantua Elementary,Lunch,1,"Salsa, Mild Canned",0.3428826433170459
2025-05-28,Mantua Elementary,Lunch,2,Chickpeas - salad bar entree,0.13600192984413287
2025-05-28,Mantua Elementary,Lunch,3,Lettuce Blend Salad Mix,0.08996537374898862
2025-05-28,Marshall Road Elementary,Breakfast,1,Fat Free White Milk,0.048597817404977504
2025-05-28,Marshall Road Elementary,Breakfast,2,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.017751149263971082
2025-05-28,Marshall Road Elementary,Breakfast,3,Honey Cheerios Cereal,0.010084793360108965
2025-05-28,Marshall Road Elementary,Lunch,1,Soft Pretzel,0.09095005154054848
2025-05-28,Marshall Road Elementary,Lunch,2,Lettuce Blend Salad Mix,0.08072643261823946
2025-05-28,Marshall Road Elementary,Lunch,3,Italian Dressing,0.061722193322526334
2025-05-28,Mason Crest Elementary,Breakfast,1,Mandarin Orange Parfait,0.07593976016126382
2025-05-28,Mason Crest Elementary,Breakfast,2,Fat Free White Milk,0.04585007903368669
2025-05-28,Mason Crest Elementary,Breakfast,3,Blueberry Chex Cereal,0.030457897113019494
2025-05-28,Mason Crest Elementary,Lunch,1,Chickpeas - salad bar entree,0.13097378079705138
2025-05-28,Mason Crest Elementary,Lunch,2,Chickpeas,0.11464534635418208
2025-05-28,Mason Crest Elementary,Lunch,3,Fat Free White Milk,0.09006765334508755
2025-05-28,McLean High,Breakfast,1,Mandarin Orange Parfait,0.053275651031088694
2025-05-28,McLean High,Breakfast,2,Fat Free White Milk,0.031101484616610053
2025-05-28,McLean High,Breakfast,3,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",0.018833455274014786
2025-05-28,McLean High,Lunch,1,Soft Pretzel,0.0929573932776095
2025-05-28,McLean High,Lunch,2,Chickpeas - salad bar entree,0.09074858842039962
2025-05-28,McLean High,Lunch,3,Fat Free White Milk,0.07553212638090623
2025-05-28,McNair Elementary,Breakfast,1,Mandarin Orange Parfait,0.06870424944400101
2025-05-28,McNair Elementary,Breakfast,2,Fat Free White Milk,0.035415674294380646
2025-05-28,McNair Elementary,Breakfast,3,Bagel,0.023704149995451347
2025-05-28,McNair Elementary,Lunch,1,Chickpeas,0.16681146877295996
2025-05-28,McNair Elementary,Lunch,2,Chickpeas - salad bar entree,0.14103007889121436
2025-05-28,McNair Elementary,Lunch,3,Lettuce Blend Salad Mix,0.09389820993812555
2025-05-28,McNair Upper Elementary,Breakfast,1,"Batter, Pumpkin Bread",0.5232049157841251
2025-05-28,McNair Upper Elementary,Breakfast,2,Mandarin Orange Parfait,0.364153780587822
2025-05-28,McNair Upper Elementary,Breakfast,3,Fat Free White Milk,0.04532801228441504
2025-05-28,McNair Upper Elementary,Lunch,1,Soft Pretzel,0.15034453512063906
2025-05-28,McNair Upper Elementary,Lunch,2,Lettuce Blend Salad Mix,0.13166566574198305
2025-05-28,McNair Upper Elementary,Lunch,3,Black Beans - salad bar entree,0.12510054567504264
2025-05-28,Mosaic Elementary,Breakfast,1,Mandarin Orange Parfait,0.07593976016126382
2025-05-28,Mosaic Elementary,Breakfast,2,Fat Free White Milk,0.04849384306219439
2025-05-28,Mosaic Elementary,Breakfast,3,Bagel,0.023145167567844113
2025-05-28,Mosaic Elementary,Lunch,1,Fat Free White Milk,0.09300321941819213
2025-05-28,Mosaic Elementary,Lunch,2,Italian Dressing,0.08102327682708627
